Participant,Condition,Segment_ID,ROI,abs_power,relative_power
VJJ,Binaural,28,Auditory,1.4900259237733266e-12,0.9507153443916955
VJJ,Binaural,28,Occipital_Visual,5.383966281953229e-13,0.34352552370217154
VJJ,Binaural,28,Gonzalez,1.7434817908084262e-12,1.1124335924246924
VJJ,Binaural,28,CPP,6.413999246444903e-13,0.4092470745119462
VJJ,Binaural,29,Frontal,9.98725054303753e-13,1.7894337348066498
VJJ,Binaural,29,Auditory,5.433682962405092e-13,0.973562799418325
VJJ,Binaural,29,Occipital_Visual,3.2069650901225236e-13,0.5745977327677146
VJJ,Binaural,29,Gonzalez,6.037897264441277e-13,1.081820968216338
VJJ,Binaural,29,CPP,2.0008057002426372e-13,0.35848797438085483
VJJ,Binaural,30,Frontal,1.865346766954659e-12,1.7500247807151696
VJJ,Binaural,30,Auditory,1.182803764035709e-12,1.1096788728269649
VJJ,Binaural,30,Occipital_Visual,2.0093788995668744e-13,0.18851523643666213
VJJ,Binaural,30,Gonzalez,9.379578970982397e-13,0.8799701976427782
VJJ,Binaural,30,CPP,2.336485872259e-13,0.21920364881644216
VJJ,Binaural,31,Frontal,1.0909053174583213e-12,1.6746999553480357
VJJ,Binaural,31,Auditory,7.727957287745759e-13,1.1863549950304286
VJJ,Binaural,31,Occipital_Visual,3.2567097281323014e-13,0.4999527959944198
VJJ,Binaural,31,Gonzalez,7.439798316936613e-13,1.1421183589242296
VJJ,Binaural,31,CPP,2.2550810508919906e-13,0.34618807652656847
VJJ,Binaural,32,Frontal,2.884619520734785e-12,2.278108514811176
VJJ,Binaural,32,Auditory,1.2632349934332604e-12,0.997631186387696
VJJ,Binaural,32,Occipital_Visual,4.4052809888827487e-13,0.34790404969433336
VJJ,Binaural,32,Gonzalez,1.3401534144076833e-12,1.0583769826731722
VJJ,Binaural,32,CPP,2.556075317942908e-13,0.20186429802780903
VJJ,Binaural,33,Frontal,2.2838720598620928e-12,2.1128963597028565
VJJ,Binaural,33,Auditory,1.1903357492314843e-12,1.1012245894050834
VJJ,Binaural,33,Occipital_Visual,3.2038690762812727e-13,0.2964020370146309
VJJ,Binaural,33,Gonzalez,1.1854581896319317e-12,1.0967121746760593
VJJ,Binaural,33,CPP,2.2864786979962527e-13,0.21153078591565788
VJJ,Binaural,34,Frontal,2.9806916775794012e-12,2.342942285560871
VJJ,Binaural,34,Auditory,1.430344091915854e-12,1.1243073817595641
VJJ,Binaural,34,Occipital_Visual,3.195309029122512e-13,0.25116400653170734
VJJ,Binaural,34,Gonzalez,1.2941240422260834e-12,1.0172330013531508
VJJ,Binaural,34,CPP,1.6605503589225105e-13,0.13052586694851775
VJJ,Binaural,35,Frontal,2.7896406677360462e-12,2.0824068667964633
VJJ,Binaural,35,Auditory,1.3909168195772855e-12,1.0382895437859658
VJJ,Binaural,35,Occipital_Visual,3.8990683487225984e-13,0.29105708120028534
VJJ,Binaural,35,Gonzalez,1.4379230235556893e-12,1.0733786658649407
VJJ,Binaural,35,CPP,1.4861088033171309e-13,0.11093483159412718
VJJ,Binaural,36,Frontal,3.4577417759287445e-12,2.0398905672904637
VJJ,Binaural,36,Auditory,1.5901979804475882e-12,0.9381353700329726
VJJ,Binaural,36,Occipital_Visual,4.036386398815426e-13,0.23812612608041062
VJJ,Binaural,36,Gonzalez,1.5088254165006745e-12,0.8901297246180646
VJJ,Binaural,36,CPP,3.01488490382279e-13,0.1778627692671653
VJJ,Binaural,37,Frontal,7.905896340850228e-13,1.270528298663149
VJJ,Binaural,37,Auditory,7.537750195983532e-13,1.2113648496459843
VJJ,Binaural,37,Occipital_Visual,3.853638371966227e-13,0.6193044271398489
VJJ,Binaural,37,Gonzalez,6.906102142372261e-13,1.1098549521835153
VJJ,Binaural,37,CPP,3.1195977383823093e-13,0.5013393847046103
VJJ,Binaural,38,Frontal,2.024515071360515e-12,2.419449517157395
VJJ,Binaural,38,Auditory,6.873623155977294e-13,0.8214502554764979
VJJ,Binaural,38,Occipital_Visual,1.5043885349154636e-13,0.17978587395609386
VJJ,Binaural,38,Gonzalez,6.780570280380931e-13,0.8103297289802227
VJJ,Binaural,38,CPP,2.2010368819021825e-13,0.26304065089449524
VJJ,Binaural,39,Frontal,2.367552852313884e-12,1.7208995420716109
VJJ,Binaural,39,Auditory,1.5101441578757244e-12,1.0976761879721322
VJJ,Binaural,39,Occipital_Visual,5.194751857645034e-13,0.37759013845287515
VJJ,Binaural,39,Gonzalez,1.374446710708349e-12,0.9990419908675587
VJJ,Binaural,39,CPP,2.8457872700211444e-13,0.20685130661502693
VJJ,Binaural,40,Frontal,2.209661784708315e-12,2.2128221223380415
VJJ,Binaural,40,Auditory,9.625399576970029e-13,0.9639166169076914
VJJ,Binaural,40,Occipital_Visual,3.0303795428202223e-13,0.3034713700458194
VJJ,Binaural,40,Gonzalez,1.0672811493009752e-12,1.0688076131249755
VJJ,Binaural,40,CPP,2.701278353178666e-13,0.27051418184777426
VJJ,Binaural,41,Frontal,2.6991266300649498e-12,1.8823437913771102
VJJ,Binaural,41,Auditory,1.685758254656683e-12,1.175630868544824
VJJ,Binaural,41,Occipital_Visual,2.6971405487697993e-13,0.18809587182377271
VJJ,Binaural,41,Gonzalez,1.2500137992280147e-12,0.8717470636255207
VJJ,Binaural,41,CPP,3.723516633109697e-13,0.2596743086579373
VJJ,Binaural,42,Frontal,1.3808751745486125e-12,1.7057301996439667
VJJ,Binaural,42,Auditory,7.406728827201251e-13,0.9149183991420905
VJJ,Binaural,42,Occipital_Visual,3.9520211513147265e-13,0.4881745976520149
VJJ,Binaural,42,Gonzalez,5.918562016899533e-13,0.7310921477020034
VJJ,Binaural,42,CPP,3.743699897641343e-13,0.46244165233097695
VJJ,Binaural,43,Frontal,9.928360119895035e-13,1.8262770009844937
VJJ,Binaural,43,Auditory,5.907697383618865e-13,1.0866942506305328
VJJ,Binaural,43,Occipital_Visual,2.9957146448243713e-13,0.551048178277907
VJJ,Binaural,43,Gonzalez,5.110777463777298e-13,0.9401044307954676
VJJ,Binaural,43,CPP,1.2672698803575167e-13,0.23310857065907598
VJJ,Binaural,44,Frontal,2.244257574372632e-12,2.558783377475572
VJJ,Binaural,44,Auditory,8.002650035806515e-13,0.9124196848528062
VJJ,Binaural,44,Occipital_Visual,3.335309231723794e-13,0.3802742572122713
VJJ,Binaural,44,Gonzalez,1.2155375937266452e-12,1.3858914524968724
VJJ,Binaural,44,CPP,2.1386185471695046e-13,0.24383393652076774
VJJ,Binaural,45,Frontal,1.620140649789998e-12,1.3153056787762012
VJJ,Binaural,45,Auditory,1.1944242590853295e-12,0.9696892742285228
VJJ,Binaural,45,Occipital_Visual,9.500438882813978e-13,0.7712899009756454
VJJ,Binaural,45,Gonzalez,1.3927087812602896e-12,1.1306658894773014
VJJ,Binaural,45,CPP,2.917861463896189e-13,0.2368855910036182
VJJ,Binaural,46,Frontal,2.800007896568623e-12,1.9508121562541054
VJJ,Binaural,46,Auditory,1.6874266305690614e-12,1.1756582500124937
VJJ,Binaural,46,Occipital_Visual,3.961180205034737e-13,0.2759820251423176
VJJ,Binaural,46,Gonzalez,1.7499967812557892e-12,1.2192519165617581
VJJ,Binaural,46,CPP,1.7157571633112276e-13,0.11953966042272451
VJJ,Binaural,47,Frontal,1.9049089845865233e-12,1.9731213612001417
VJJ,Binaural,47,Auditory,1.0071107338399134e-12,1.0431740928896986
VJJ,Binaural,47,Occipital_Visual,3.5772708908069294e-13,0.370536842786885
VJJ,Binaural,47,Gonzalez,1.0642163746388024e-12,1.1023246143146201
VJJ,Binaural,47,CPP,1.9637271708254152e-13,0.20340457521469338
VJJ,Binaural,48,Frontal,1.8256927883179524e-12,2.1889085090419123
VJJ,Binaural,48,Auditory,8.592848138482054e-13,1.0302367697118087
VJJ,Binaural,48,Occipital_Visual,2.828625143829848e-13,0.33913710377984807
VJJ,Binaural,48,Gonzalez,8.23971719900745e-13,0.9878982490599263
VJJ,Binaural,48,CPP,2.352906531680682e-13,0.2821009734568328
VJJ,Binaural,49,Frontal,2.0145292057971623e-12,2.3353402896821516
VJJ,Binaural,49,Auditory,6.952015775473026e-13,0.8059114997314543
VJJ,Binaural,49,Occipital_Visual,4.345488260328097e-13,0.5037501458644429
VJJ,Binaural,49,Gonzalez,1.2971331757492333e-12,1.5036999005491465
VJJ,Binaural,49,CPP,1.3877402056719865e-13,0.16087359789033995
VJJ,Binaural,50,Frontal,1.2723048602271758e-12,1.560856374375064
VJJ,Binaural,50,Auditory,9.533296202037357e-13,1.16953936205971
VJJ,Binaural,50,Occipital_Visual,3.893127427146255e-13,0.47760666101916943
VJJ,Binaural,50,Gonzalez,9.683977780750968e-13,1.1880248925318677
